año,Estacion,semana epidemiologica,"AVERAGE de Temp, M","AVERAGE de Temp, m",AVERAGE de Precip,AVERAGE de Hum
2022,LAS FLORES_Buenos Aires,9,"26,14","14,16","9,14","66,86"
2022,LAS FLORES_Buenos Aires,10,"23,96","12,46","0,43","61,57"
2022,LAS FLORES_Buenos Aires,11,"24,86","12,33","2,57","67,29"
2022,LAS FLORES_Buenos Aires,12,"23,26","12,73","2,86","82,86"
2022,LAS FLORES_Buenos Aires,13,"21,14","8,60","0,86","67,86"
2022,LAS FLORES_Buenos Aires,14,"24,31","10,34","8,43","74,57"
2022,LAS FLORES_Buenos Aires,15,"20,50","8,06","0,00","75,57"
2022,LAS FLORES_Buenos Aires,16,"22,76","9,87","1,00","71,29"
2022,LAS FLORES_Buenos Aires,17,"17,83","6,83","3,29","71,29"
2022,LAS FLORES_Buenos Aires,18,"20,50","6,23","0,00","71,00"
2022,LAS FLORES_Buenos Aires,19,"17,03","5,77","0,00","75,14"
2022,LAS FLORES_Buenos Aires,20,"17,00","4,39","0,00","71,43"
2022,LAS FLORES_Buenos Aires,21,"12,71","4,26","0,86","82,43"
2022,LAS FLORES_Buenos Aires,22,"12,21","-0,46","0,00","78,71"
2022,LAS FLORES_Buenos Aires,23,"14,13","1,00","0,00","75,43"
2022,LAS FLORES_Buenos Aires,24,"14,57","2,84","0,00","73,29"
2022,LAS FLORES_Buenos Aires,25,"11,14","-1,54","0,00","78,14"
2022,LAS FLORES_Buenos Aires,26,"14,93","2,67","0,00","72,29"
2022,LAS FLORES_Buenos Aires,27,"14,21","3,44","0,00","75,71"
2022,LAS FLORES_Buenos Aires,28,"14,14","3,17","0,01","72,50"
2022,LAS FLORES_Buenos Aires,29,"16,40","3,23","0,69","76,14"
2022,LAS FLORES_Buenos Aires,30,"17,00","8,41","21,00","77,71"
2022,LAS FLORES_Buenos Aires,31,"14,19","4,93","0,00","77,29"
2022,LAS FLORES_Buenos Aires,32,"17,71","6,23","0,71","69,57"
2022,LAS FLORES_Buenos Aires,33,"15,84","3,33","0,43","61,00"
2022,LAS FLORES_Buenos Aires,34,"19,63","6,47","3,71","64,43"
2022,LAS FLORES_Buenos Aires,35,"19,53","5,77","0,00","58,43"
2022,LAS FLORES_Buenos Aires,36,"19,59","5,14","1,29","59,29"
2022,LAS FLORES_Buenos Aires,37,"22,21","9,01","0,00","63,00"
2022,LAS FLORES_Buenos Aires,38,"19,40","7,19","0,06","60,14"
2022,LAS FLORES_Buenos Aires,39,"21,97","6,10","0,00","52,71"
2022,LAS FLORES_Buenos Aires,40,"21,66","6,24","2,14","54,14"
2022,LAS FLORES_Buenos Aires,41,"20,94","5,41","0,01","51,86"
2022,LAS FLORES_Buenos Aires,42,"21,71","8,00","0,43","64,00"
2022,LAS FLORES_Buenos Aires,43,"24,50","12,40","4,86","57,14"
2022,LAS FLORES_Buenos Aires,44,"24,26","7,63","0,00","50,71"
2022,LAS FLORES_Buenos Aires,45,"27,04","13,97","0,87","58,86"
2022,LAS FLORES_Buenos Aires,46,"29,01","15,37","1,57","60,71"
2022,LAS FLORES_Buenos Aires,47,"28,50","12,03","0,00","52,57"
2022,LAS FLORES_Buenos Aires,48,"30,27","15,53","5,14","51,14"
2022,LAS FLORES_Buenos Aires,49,"34,44","17,54","7,59","50,14"
2022,LAS FLORES_Buenos Aires,50,"27,69","12,21","0,59","46,86"
2022,LAS FLORES_Buenos Aires,51,"29,09","15,91","0,43","55,00"
2022,LAS FLORES_Buenos Aires,52,"31,40","14,19","2,40","41,75"
2022,LÁCAR_Neuquén,1,"27,99","9,99","0,00","44,86"
2022,LÁCAR_Neuquén,2,"26,11","11,41","0,00","39,71"
2022,LÁCAR_Neuquén,3,"18,37","7,07","1,19","56,00"
2022,LÁCAR_Neuquén,4,"27,61","10,49","0,00","44,14"
2022,LÁCAR_Neuquén,5,"27,16","9,50","0,00","44,86"
2022,LÁCAR_Neuquén,6,"28,89","6,20","0,00","35,43"
2022,LÁCAR_Neuquén,7,"26,46","9,57","1,14","45,43"
2022,LÁCAR_Neuquén,8,"16,03","9,23","1,57","69,29"
2022,LÁCAR_Neuquén,9,"18,81","9,63","0,00","53,86"
2022,LÁCAR_Neuquén,10,"21,80","4,29","1,00","51,17"
2022,LÁCAR_Neuquén,11,"22,74","4,83","0,00","52,00"
2022,LÁCAR_Neuquén,12,"18,17","4,53","0,71","63,43"
2022,LÁCAR_Neuquén,13,"16,64","1,96","1,46","61,57"
2022,LÁCAR_Neuquén,14,"17,56","6,09","0,29","74,43"
2022,LÁCAR_Neuquén,15,"18,04","1,54","0,00","64,43"
2022,LÁCAR_Neuquén,16,"13,10","5,31","6,53","68,14"
2022,LÁCAR_Neuquén,17,"8,76","-0,91","8,14","83,86"
2022,LÁCAR_Neuquén,18,"17,09","3,30","0,00","70,14"
2022,LÁCAR_Neuquén,19,"12,17","-1,44","0,04","69,57"
2022,LÁCAR_Neuquén,20,"10,69","-0,89","3,29","75,29"
2022,LÁCAR_Neuquén,21,"6,34","-3,73","0,57","80,71"
2022,LÁCAR_Neuquén,22,"5,74","-6,73","1,14","83,57"
2022,LÁCAR_Neuquén,23,"9,76","-0,43","1,71","79,00"
2022,LÁCAR_Neuquén,24,"7,70","0,67","0,86","77,71"
2022,LÁCAR_Neuquén,25,"3,79","-0,73","0,49","87,86"
2022,LÁCAR_Neuquén,26,"6,91","1,64","11,37","79,00"
2022,LÁCAR_Neuquén,27,"5,80","-1,00","3,80","81,86"
2022,LÁCAR_Neuquén,28,"4,44","-1,01","2,23","85,86"
2022,LÁCAR_Neuquén,29,"7,73","0,21","9,71","83,71"
2022,LÁCAR_Neuquén,30,"10,06","-0,11","0,43","77,14"
2022,LÁCAR_Neuquén,31,"7,00","-0,89","3,43","78,71"
2022,LÁCAR_Neuquén,32,"7,53","0,04","3,94","84,29"
2022,LÁCAR_Neuquén,33,"9,17","-0,17","4,71","81,86"
2022,LÁCAR_Neuquén,34,"12,66","-0,57","0,00","66,29"
2022,LÁCAR_Neuquén,35,"18,27","-1,80","0,00","60,57"
2022,LÁCAR_Neuquén,36,"15,27","-0,36","0,00","56,14"
2022,LÁCAR_Neuquén,37,"12,80","3,13","4,43","67,14"
2022,LÁCAR_Neuquén,38,"11,50","0,49","0,00","68,14"
2022,LÁCAR_Neuquén,39,"18,73","0,24","0,00","59,57"
2022,LÁCAR_Neuquén,40,"14,30","2,24","2,31","64,29"
2022,LÁCAR_Neuquén,41,"17,84","0,43","1,14","57,57"
2022,LÁCAR_Neuquén,42,"18,20","5,01","0,00","56,29"
2022,LÁCAR_Neuquén,43,"14,60","4,40","4,43","61,71"
2022,LÁCAR_Neuquén,44,"25,77","2,70","0,00","45,71"
2022,LÁCAR_Neuquén,45,"20,77","7,91","0,09","59,57"
2022,LÁCAR_Neuquén,46,"21,06","7,01","0,03","56,71"
2022,LÁCAR_Neuquén,47,"28,10","6,47","0,00","46,86"
2022,LÁCAR_Neuquén,48,"23,86","8,77","0,00","45,29"
2022,LÁCAR_Neuquén,49,"21,16","9,11","0,43","51,57"
2022,LÁCAR_Neuquén,50,"24,59","9,64","0,00","48,29"
2022,LÁCAR_Neuquén,51,"23,91","5,73","0,00","48,57"
2022,LÁCAR_Neuquén,52,"26,56","7,73","1,88","42,71"
2022,MARCOS JUÁREZ_Córdoba,1,"32,00","15,53","1,14","62,71"
2022,MARCOS JUÁREZ_Córdoba,2,"37,77","19,99","1,71","61,00"
2022,MARCOS JUÁREZ_Córdoba,3,"29,91","19,50","4,00","84,29"
2022,MARCOS JUÁREZ_Córdoba,4,"29,74","15,67","0,00","76,29"
2022,MARCOS JUÁREZ_Córdoba,5,"29,37","15,86","7,36","78,57"
2022,MARCOS JUÁREZ_Córdoba,6,"27,01","11,54","1,57","75,86"
2022,MARCOS JUÁREZ_Córdoba,7,"30,49","14,21","3,00","75,71"
2022,MARCOS JUÁREZ_Córdoba,8,"29,77","15,97","1,71","79,57"
2022,MARCOS JUÁREZ_Córdoba,9,"29,04","15,83","9,14","80,00"
2022,MARCOS JUÁREZ_Córdoba,10,"25,99","12,64","3,29","79,00"
2022,MARCOS JUÁREZ_Córdoba,11,"27,96","12,04","2,00","73,71"
2022,MARCOS JUÁREZ_Córdoba,12,"26,01","12,23","3,14","74,71"
2022,MARCOS JUÁREZ_Córdoba,13,"25,26","6,97","0,00","65,71"
2022,MARCOS JUÁREZ_Córdoba,14,"28,96","10,79","5,57","76,43"
2022,MARCOS JUÁREZ_Córdoba,15,"24,00","6,57","0,00","71,14"
2022,MARCOS JUÁREZ_Córdoba,16,"24,47","8,97","4,29","78,57"
2022,MARCOS JUÁREZ_Córdoba,17,"21,86","8,24","1,29","70,86"
2022,MARCOS JUÁREZ_Córdoba,18,"23,03","5,03","0,00","77,43"
2022,MARCOS JUÁREZ_Córdoba,19,"21,40","7,44","0,29","78,14"
2022,MARCOS JUÁREZ_Córdoba,20,"18,19","2,20","0,00","78,71"
2022,MARCOS JUÁREZ_Córdoba,21,"17,44","6,77","0,00","76,00"
2022,MARCOS JUÁREZ_Córdoba,22,"15,01","0,07","0,00","70,43"
2022,MARCOS JUÁREZ_Córdoba,23,"19,10","0,33","0,00","74,29"
2022,MARCOS JUÁREZ_Córdoba,24,"19,46","0,66","0,00","68,00"
2022,MARCOS JUÁREZ_Córdoba,25,"14,16","0,07","0,00","71,86"
2022,MARCOS JUÁREZ_Córdoba,26,"17,80","3,11","0,07","72,57"
2022,MARCOS JUÁREZ_Córdoba,27,"18,90","1,71","0,00","68,86"
2022,MARCOS JUÁREZ_Córdoba,28,"15,99","1,41","0,04","74,71"
2022,MARCOS JUÁREZ_Córdoba,29,"21,77","3,61","0,00","77,00"
2022,MARCOS JUÁREZ_Córdoba,30,"22,21","6,51","0,06","75,43"
2022,MARCOS JUÁREZ_Córdoba,31,"19,99","3,51","0,11","71,71"
2022,MARCOS JUÁREZ_Córdoba,32,"20,40","3,66","3,57","79,86"
2022,MARCOS JUÁREZ_Córdoba,33,"19,23","0,09","0,00","55,43"
2022,MARCOS JUÁREZ_Córdoba,34,"24,36","5,69","0,00","63,57"
2022,MARCOS JUÁREZ_Córdoba,35,"22,76","1,60","0,00","54,71"
2022,MARCOS JUÁREZ_Córdoba,36,"23,19","2,27","0,00","54,14"
2022,MARCOS JUÁREZ_Córdoba,37,"25,43","6,31","2,71","55,71"
2022,MARCOS JUÁREZ_Córdoba,38,"18,99","4,47","0,57","71,57"
2022,MARCOS JUÁREZ_Córdoba,39,"25,71","6,47","0,00","58,57"
2022,MARCOS JUÁREZ_Córdoba,40,"24,96","7,94","0,93","55,43"
2022,MARCOS JUÁREZ_Córdoba,41,"22,40","5,39","4,21","56,86"
2022,MARCOS JUÁREZ_Córdoba,42,"24,59","10,14","0,10","71,57"
2022,MARCOS JUÁREZ_Córdoba,43,"31,10","13,66","3,43","53,86"
2022,MARCOS JUÁREZ_Córdoba,44,"27,21","6,41","0,00","48,57"
2022,MARCOS JUÁREZ_Córdoba,45,"28,50","13,74","3,43","64,00"
2022,MARCOS JUÁREZ_Córdoba,46,"33,04","15,27","2,79","53,00"
2022,MARCOS JUÁREZ_Córdoba,47,"34,23","14,10","0,00","52,71"
2022,MARCOS JUÁREZ_Córdoba,48,"32,30","15,20","0,57","59,57"
2022,MARCOS JUÁREZ_Córdoba,49,"37,39","19,71","2,03","56,71"
2022,MARCOS JUÁREZ_Córdoba,50,"32,20","13,30","0,71","49,71"
2022,MARCOS JUÁREZ_Córdoba,51,"31,31","17,14","2,57","61,00"
2022,MARCOS JUÁREZ_Córdoba,52,"32,88","15,09","0,98","56,75"
2022,MERLO_Buenos Aires,1,"30,97","19,09","0,00","53,00"
2022,MERLO_Buenos Aires,2,"38,19","22,63","4,29","48,71"
2022,MERLO_Buenos Aires,3,"27,40","20,96","14,31","84,71"
2022,MERLO_Buenos Aires,4,"28,14","17,33","3,57","65,71"
2022,MERLO_Buenos Aires,5,"27,65","16,96","3,41","63,14"
2022,MERLO_Buenos Aires,6,,"13,53","0,00","65,29"
2022,MERLO_Buenos Aires,7,"31,60","14,27","0,84","65,00"
2022,MERLO_Buenos Aires,8,,"16,14","5,57","81,00"
2022,MERLO_Buenos Aires,9,,"15,01","4,29","72,43"
2022,MERLO_Buenos Aires,10,,"12,94","2,29","73,29"
2022,MERLO_Buenos Aires,11,,"13,10","0,14","71,43"
2022,MERLO_Buenos Aires,12,,"11,37","5,00","82,86"
2022,MERLO_Buenos Aires,13,,"9,67","0,00","68,43"
2022,MERLO_Buenos Aires,14,,"11,96","1,86","73,71"
2022,MERLO_Buenos Aires,15,,"9,83","0,00","75,00"
2022,MERLO_Buenos Aires,16,"16,50","11,63","3,14","71,29"
2022,MERLO_Buenos Aires,17,,"10,11","1,14","67,29"
2022,MERLO_Buenos Aires,18,,"7,57","0,00","75,57"
2022,MERLO_Buenos Aires,19,,"8,81","0,00","73,43"
2022,MERLO_Buenos Aires,20,,"6,86","0,00","75,00"
2022,MERLO_Buenos Aires,21,,"6,77","3,57","75,14"
2022,MERLO_Buenos Aires,22,,"1,54","0,00","73,71"
2022,MERLO_Buenos Aires,23,,"3,90","0,00","75,29"
2022,MERLO_Buenos Aires,24,,"4,97","0,00","67,86"
2022,MERLO_Buenos Aires,25,,"3,64","0,00","68,14"
2022,MERLO_Buenos Aires,26,,"5,17","0,14","70,14"
2022,MERLO_Buenos Aires,27,,"7,49","0,29","77,71"
2022,MERLO_Buenos Aires,28,,"4,99","0,00","71,71"
2022,MERLO_Buenos Aires,29,,"6,89","0,13","76,43"
2022,MERLO_Buenos Aires,30,,"10,01","1,71","78,43"
2022,MERLO_Buenos Aires,31,,"6,10","0,00","74,14"
2022,MERLO_Buenos Aires,32,,"6,93","0,29","71,00"
2022,MERLO_Buenos Aires,33,,"4,67","0,00","49,00"
2022,MERLO_Buenos Aires,34,,"8,51","2,71","66,86"
2022,MERLO_Buenos Aires,35,,"6,34","0,29","62,86"
2022,MERLO_Buenos Aires,36,,"6,40","0,43","58,14"
2022,MERLO_Buenos Aires,37,,"9,66","0,00","63,43"
2022,MERLO_Buenos Aires,38,,"8,29","0,07","63,43"
2022,MERLO_Buenos Aires,39,,"8,91","0,00","56,86"
2022,MERLO_Buenos Aires,40,,"9,11","0,00","53,86"
2022,MERLO_Buenos Aires,41,,"9,36","0,29","52,14"
2022,MERLO_Buenos Aires,42,,"12,51","1,20","70,29"
2022,MERLO_Buenos Aires,43,,"14,60","0,90","58,00"
2022,MERLO_Buenos Aires,44,,"10,89","0,00","49,43"
2022,MERLO_Buenos Aires,45,,"16,91","0,57","58,57"
2022,MERLO_Buenos Aires,46,,"18,91","0,00","51,43"
2022,MERLO_Buenos Aires,47,,"16,16","0,00","55,86"
2022,MERLO_Buenos Aires,48,,"18,20","4,57","61,43"
2022,MERLO_Buenos Aires,49,,"21,61","1,29","52,57"
2022,MERLO_Buenos Aires,50,,"16,04","0,86","49,00"
2022,MERLO_Buenos Aires,51,,"17,51","1,57","56,86"
2022,MERLO_Buenos Aires,52,"30,85","17,79","0,25","49,75"
2022,MORÓN_Buenos Aires,1,"31,44","20,44","0,00","55,57"
2022,MORÓN_Buenos Aires,2,"38,14","23,79","5,57","49,29"
2022,MORÓN_Buenos Aires,3,"27,76","20,91","11,86","85,29"
2022,MORÓN_Buenos Aires,4,"28,61","17,97","4,71","68,43"
2022,MORÓN_Buenos Aires,5,"27,94","17,51","3,29","68,29"
2022,MORÓN_Buenos Aires,6,"26,79","15,45","0,00","60,29"
2022,MORÓN_Buenos Aires,7,"30,66","17,69","2,86","62,86"
2022,MORÓN_Buenos Aires,8,"26,77","17,86","6,00","79,14"
2022,MORÓN_Buenos Aires,9,"27,96","17,96","2,23","71,00"
2022,MORÓN_Buenos Aires,10,"25,13","13,61","2,14","69,86"
2022,MORÓN_Buenos Aires,11,"26,39","13,58","2,29","67,86"
2022,MORÓN_Buenos Aires,12,"24,06","13,90","3,57","81,71"
2022,MORÓN_Buenos Aires,13,"22,66","10,81","0,07","66,57"
2022,MORÓN_Buenos Aires,14,"25,76","12,53","2,14","73,14"
2022,MORÓN_Buenos Aires,15,"22,04","10,56","0,00","71,86"
2022,MORÓN_Buenos Aires,16,"23,31","11,84","5,37","71,14"
2022,MORÓN_Buenos Aires,17,"20,10","10,11","1,86","71,00"
2022,MORÓN_Buenos Aires,18,"21,43","8,20","0,00","78,14"
2022,MORÓN_Buenos Aires,19,"18,80","8,74","0,00","74,43"
2022,MORÓN_Buenos Aires,20,"17,94","6,64","0,09","77,00"
2022,MORÓN_Buenos Aires,21,"15,93","6,99","3,57","76,29"
2022,MORÓN_Buenos Aires,22,"13,36","1,26","0,00","74,43"
2022,MORÓN_Buenos Aires,23,"15,37","3,86","0,00","74,71"
2022,MORÓN_Buenos Aires,24,"17,26","4,70","0,00","71,29"
2022,MORÓN_Buenos Aires,25,"12,36","3,66","0,00","72,14"
2022,MORÓN_Buenos Aires,26,"15,03","5,03","0,43","72,86"
2022,MORÓN_Buenos Aires,27,"15,57","7,90","0,29","75,86"
2022,MORÓN_Buenos Aires,28,"13,63","5,67","0,00","75,29"
2022,MORÓN_Buenos Aires,29,"17,83","6,86","0,10","79,14"
2022,MORÓN_Buenos Aires,30,"19,14","9,77","2,43","79,00"
2022,MORÓN_Buenos Aires,31,"16,49","6,26","0,00","76,57"
2022,MORÓN_Buenos Aires,32,"18,69","7,86","0,43","70,86"
2022,MORÓN_Buenos Aires,33,"17,97","5,00","0,00","52,57"
2022,MORÓN_Buenos Aires,34,"21,46","8,54","1,57","68,00"
2022,MORÓN_Buenos Aires,35,"19,13","7,21","0,43","65,29"
2022,MORÓN_Buenos Aires,36,"21,01","7,46","0,71","60,14"
2022,MORÓN_Buenos Aires,37,"22,44","10,40","0,00","64,86"
2022,MORÓN_Buenos Aires,38,"20,01","9,20","0,43","64,00"
2022,MORÓN_Buenos Aires,39,"23,16","9,90","0,00","60,00"
2022,MORÓN_Buenos Aires,40,"22,40","10,78","0,00","58,29"
2022,MORÓN_Buenos Aires,41,"21,39","9,33","0,57","58,00"
2022,MORÓN_Buenos Aires,42,"22,76","12,63","1,00","74,71"
2022,MORÓN_Buenos Aires,43,"27,30","15,06","0,91","61,43"
2022,MORÓN_Buenos Aires,44,"24,46","11,20","0,00","54,00"
2022,MORÓN_Buenos Aires,45,"27,09","17,34","1,71","62,29"
2022,MORÓN_Buenos Aires,46,"30,86","19,24","0,10","55,29"
2022,MORÓN_Buenos Aires,47,"29,83","16,74","0,07","59,57"
2022,MORÓN_Buenos Aires,48,"30,66","18,43","7,14","63,86"
2022,MORÓN_Buenos Aires,49,"35,64","22,63","1,71","58,57"
2022,MORÓN_Buenos Aires,50,"29,07","16,71","0,86","59,86"
2022,MORÓN_Buenos Aires,51,"29,10","19,04","3,00","65,86"
2022,MORÓN_Buenos Aires,52,"32,00","18,19","0,06","54,88"
2022,OBERÁ_Misiones,1,,,,
2022,OBERÁ_Misiones,2,,,,
2022,OBERÁ_Misiones,3,,,,
2022,OBERÁ_Misiones,4,,,,
2022,OBERÁ_Misiones,5,"34,75","22,13","17,60","70,75"
2022,OBERÁ_Misiones,6,"33,58","19,33","0,00","55,83"
2022,OBERÁ_Misiones,7,"35,75","19,58","0,50","60,00"
2022,OBERÁ_Misiones,8,"33,72","21,42","8,33","74,50"
2022,OBERÁ_Misiones,9,"33,97","21,63","3,50","78,17"
2022,OBERÁ_Misiones,10,"31,17","20,33","2,50","82,80"
2022,OBERÁ_Misiones,11,"29,92","19,13","2,50","82,60"
2022,OBERÁ_Misiones,12,"25,80","16,02","27,67","86,17"
2022,OBERÁ_Misiones,13,"27,00","13,22","24,33","76,67"
2022,OBERÁ_Misiones,14,"27,22","18,60","30,83","89,33"
2022,OBERÁ_Misiones,15,"24,00","13,72","4,17","83,67"
2022,OBERÁ_Misiones,16,"25,33","14,63","10,80","85,40"
2022,OBERÁ_Misiones,17,"28,47","19,02","4,00","79,00"
2022,OBERÁ_Misiones,18,"20,92","12,63","8,00","90,50"
2022,OBERÁ_Misiones,19,"22,30","11,95","0,00","90,00"
2022,OBERÁ_Misiones,20,"16,60","7,22","0,00","87,83"
2022,OBERÁ_Misiones,21,"22,42","14,83","25,33","86,00"
2022,OBERÁ_Misiones,22,"16,38","6,55","2,50","87,83"
2022,OBERÁ_Misiones,23,"18,92","11,88","4,67","86,00"
2022,OBERÁ_Misiones,24,"21,12","8,13","3,50","85,83"
2022,OBERÁ_Misiones,25,"20,08","14,32","8,50","93,17"
2022,OBERÁ_Misiones,26,"23,08","11,55","0,17","84,00"
2022,OBERÁ_Misiones,27,"27,80","20,00","0,00","73,67"
2022,OBERÁ_Misiones,28,"22,83","12,57","7,33","86,00"
2022,OBERÁ_Misiones,29,"26,72","14,92","2,83","81,33"
2022,OBERÁ_Misiones,30,"26,00","13,27","0,00","82,25"
2022,OBERÁ_Misiones,31,"25,16","12,97","2,17","83,20"
2022,OBERÁ_Misiones,32,"19,60","10,22","2,50","84,17"
2022,OBERÁ_Misiones,33,"21,72","9,82","8,67","84,50"
2022,OBERÁ_Misiones,34,"29,50","14,50","0,00","73,83"
2022,OBERÁ_Misiones,35,"21,80","9,80","5,33","78,17"
2022,OBERÁ_Misiones,36,"24,97","13,18","0,00","79,00"
2022,OBERÁ_Misiones,37,"25,10","10,83","4,50","72,75"
2022,OBERÁ_Misiones,38,"22,42","11,30","4,00","81,50"
2022,OBERÁ_Misiones,39,"23,50","15,18","6,33","80,67"
2022,OBERÁ_Misiones,40,"25,92","13,30","11,83","75,80"
2022,OBERÁ_Misiones,41,"23,97","12,23","0,83","85,00"
2022,OBERÁ_Misiones,42,"26,63","16,87","11,67","80,83"
2022,OBERÁ_Misiones,43,"30,42","17,77","8,00","74,17"
2022,OBERÁ_Misiones,44,"24,05","11,13","1,67","76,33"
2022,OBERÁ_Misiones,45,"28,50","16,67","4,00","72,33"
2022,OBERÁ_Misiones,46,"30,33","17,38","0,17","55,50"
2022,OBERÁ_Misiones,47,"31,10","19,60","0,00","73,67"
2022,OBERÁ_Misiones,48,"33,00","21,14","2,86","70,00"
2022,OBERÁ_Misiones,49,"35,58","23,47","0,00","67,00"
2022,OBERÁ_Misiones,50,"31,00","19,17","4,50","67,17"
2022,OBERÁ_Misiones,51,"33,42","20,50","2,00","61,50"
2022,OBERÁ_Misiones,52,"33,59","19,54","4,40","64,17"
2022,OLAVARRÍA_Buenos Aires,1,"30,07","14,04","0,00","46,71"
2022,OLAVARRÍA_Buenos Aires,2,"36,66","18,49","2,03","43,00"
2022,OLAVARRÍA_Buenos Aires,3,"23,49","16,33","17,04","83,86"
2022,OLAVARRÍA_Buenos Aires,4,"27,96","14,59","0,04","66,14"
2022,OLAVARRÍA_Buenos Aires,5,"25,13","13,61","2,57","71,57"
2022,OLAVARRÍA_Buenos Aires,6,"24,46","11,14","4,14","69,14"
2022,OLAVARRÍA_Buenos Aires,7,"27,56","13,87","1,29","68,71"
2022,OLAVARRÍA_Buenos Aires,8,"25,34","14,94","13,94","75,43"
2022,OLAVARRÍA_Buenos Aires,9,"26,10","11,97","4,79","70,43"
2022,OLAVARRÍA_Buenos Aires,10,"23,83","10,33","0,00","68,14"
2022,OLAVARRÍA_Buenos Aires,11,"24,46","10,43","0,04","68,29"
2022,OLAVARRÍA_Buenos Aires,12,"21,57","11,51","7,50","81,29"
2022,OLAVARRÍA_Buenos Aires,13,"20,14","5,91","0,10","69,00"
2022,OLAVARRÍA_Buenos Aires,14,"23,53","9,51","4,14","74,71"
2022,OLAVARRÍA_Buenos Aires,15,"19,30","6,31","0,03","77,14"
2022,OLAVARRÍA_Buenos Aires,16,"20,86","7,77","1,43","75,86"
2022,OLAVARRÍA_Buenos Aires,17,"16,50","4,30","5,57","67,29"
2022,OLAVARRÍA_Buenos Aires,18,"19,51","4,93","0,00","78,43"
2022,OLAVARRÍA_Buenos Aires,19,"16,10","5,19","0,34","79,57"
2022,OLAVARRÍA_Buenos Aires,20,"15,53","3,50","0,03","74,86"
2022,OLAVARRÍA_Buenos Aires,21,"12,80","2,74","0,33","78,71"
2022,OLAVARRÍA_Buenos Aires,22,"11,70","-2,19","0,00","73,57"
2022,OLAVARRÍA_Buenos Aires,23,"15,50","0,16","0,00","72,86"
2022,OLAVARRÍA_Buenos Aires,24,"13,40","0,99","0,00","74,14"
2022,OLAVARRÍA_Buenos Aires,25,"9,19","-0,90","0,03","77,00"
2022,OLAVARRÍA_Buenos Aires,26,"14,07","-0,26","0,67","73,71"
2022,OLAVARRÍA_Buenos Aires,27,"13,11","2,36","0,07","72,29"
2022,OLAVARRÍA_Buenos Aires,28,"12,49","0,74","0,06","76,71"
2022,OLAVARRÍA_Buenos Aires,29,"15,31","1,90","0,03","71,71"
2022,OLAVARRÍA_Buenos Aires,30,"16,44","6,29","1,67","82,33"
2022,OLAVARRÍA_Buenos Aires,31,"14,09","3,09","0,00","78,00"
2022,OLAVARRÍA_Buenos Aires,32,"16,61","2,20","4,26","77,86"
2022,OLAVARRÍA_Buenos Aires,33,"14,97","1,99","0,64","65,57"
2022,OLAVARRÍA_Buenos Aires,34,"17,84","3,20","0,46","65,17"
2022,OLAVARRÍA_Buenos Aires,35,"19,11","2,01","0,00","65,00"
2022,OLAVARRÍA_Buenos Aires,36,"19,16","2,89","0,00","66,00"
2022,OLAVARRÍA_Buenos Aires,37,"22,40","6,40","1,24","65,71"
2022,OLAVARRÍA_Buenos Aires,38,"18,14","5,49","0,56","68,17"
2022,OLAVARRÍA_Buenos Aires,39,"20,97","4,63","0,00","58,71"
2022,OLAVARRÍA_Buenos Aires,40,"20,77","5,23","1,83","68,50"
2022,OLAVARRÍA_Buenos Aires,41,"20,54","3,76","0,00","56,14"
2022,OLAVARRÍA_Buenos Aires,42,"21,41","7,24","1,14","68,57"
2022,OLAVARRÍA_Buenos Aires,43,"22,07","10,77","13,00","72,14"
2022,OLAVARRÍA_Buenos Aires,44,"23,81","7,14","0,00","59,14"
2022,OLAVARRÍA_Buenos Aires,45,"25,66","12,11","6,79","69,43"
2022,OLAVARRÍA_Buenos Aires,46,"26,41","13,97","4,70","72,86"
2022,OLAVARRÍA_Buenos Aires,47,"26,51","11,87","0,03","56,57"
2022,OLAVARRÍA_Buenos Aires,48,"29,00","13,36","3,24","64,71"
2022,OLAVARRÍA_Buenos Aires,49,"33,53","16,64","2,37","50,86"
2022,OLAVARRÍA_Buenos Aires,50,"27,81","11,07","0,21","49,57"
2022,OLAVARRÍA_Buenos Aires,51,"29,10","14,53","12,84","54,43"
2022,OLAVARRÍA_Buenos Aires,52,"30,99","13,25","0,15","46,00"
2022,PRESIDENTE ROQUE SÁENZ PEÑA_Córdoba,1,"31,74","16,46","0,14","54,86"
2022,PRESIDENTE ROQUE SÁENZ PEÑA_Córdoba,2,"37,91","20,94","4,86","49,43"
2022,PRESIDENTE ROQUE SÁENZ PEÑA_Córdoba,3,"26,03","17,93","26,33","89,14"
2022,PRESIDENTE ROQUE SÁENZ PEÑA_Córdoba,4,"29,59","17,56","0,43","73,00"
2022,PRESIDENTE ROQUE SÁENZ PEÑA_Córdoba,5,"28,39","16,59","6,57","71,00"
2022,PRESIDENTE ROQUE SÁENZ PEÑA_Córdoba,6,"27,21","12,69","5,50","71,57"
2022,PRESIDENTE ROQUE SÁENZ PEÑA_Córdoba,7,"29,13","15,00","4,57","72,43"
2022,PRESIDENTE ROQUE SÁENZ PEÑA_Córdoba,8,"27,63","16,97","8,43","78,29"
2022,PRESIDENTE ROQUE SÁENZ PEÑA_Córdoba,9,"27,86","16,69","4,86","73,43"
2022,PRESIDENTE ROQUE SÁENZ PEÑA_Córdoba,10,"25,37","12,96","0,00","73,14"
