Estacion,Año,Semana,TempMax,TempMin,Presion,Precipitacion,Humedad
DOLORES_Buenos Aires,2019,36,"13,46","2,27","1.021,29","0,57","80,00"
DOLORES_Buenos Aires,2019,37,"16,77","7,56","1.016,21","1,86","86,14"
DOLORES_Buenos Aires,2019,38,"19,16","3,76","1.014,06","0,00","60,43"
DOLORES_Buenos Aires,2019,39,"22,71","5,90","1.019,31","0,00","71,57"
DOLORES_Buenos Aires,2019,40,"18,69","7,37","1.016,83","0,43","71,00"
DOLORES_Buenos Aires,2019,41,"23,70","9,17","1.010,93","4,86","68,86"
DOLORES_Buenos Aires,2019,42,"17,13","7,13","1.022,63","3,00","81,86"
DOLORES_Buenos Aires,2019,43,"23,29","9,01","1.011,84","2,21","71,57"
DOLORES_Buenos Aires,2019,44,"22,27","10,39","1.012,04","3,86","77,86"
DOLORES_Buenos Aires,2019,45,"24,09","9,99","1.013,53","2,00","73,00"
DOLORES_Buenos Aires,2019,46,"26,73","14,41","1.011,17","4,63","72,57"
DOLORES_Buenos Aires,2019,47,"26,44","12,99","1.015,41","1,71","71,43"
DOLORES_Buenos Aires,2019,48,"25,80","11,63","1.009,86","2,86","65,43"
DOLORES_Buenos Aires,2019,49,"25,90","8,50","1.010,93","1,20","66,57"
DOLORES_Buenos Aires,2019,50,"28,73","13,01","1.008,11","0,86","64,43"
DOLORES_Buenos Aires,2019,51,"26,97","12,94","1.010,90","0,86","69,14"
DOLORES_Buenos Aires,2019,52,"30,19","14,69","1.011,17","6,31","76,00"
DOLORES_Buenos Aires,2020,1,"26,44","17,80","1.012,44","12,86","81,43"
DOLORES_Buenos Aires,2020,2,"28,86","14,33","1.007,93","0,57","63,29"
DOLORES_Buenos Aires,2020,3,"27,50","13,24","1.013,06","2,14","69,86"
DOLORES_Buenos Aires,2020,4,"31,51","18,93","1.009,84","0,00","72,14"
DOLORES_Buenos Aires,2020,5,"28,44","11,07","1.012,19","0,00","62,14"
DOLORES_Buenos Aires,2020,6,"29,10","18,91","1.013,43","24,29","79,86"
DOLORES_Buenos Aires,2020,7,"28,24","14,80","1.012,97","1,71","74,29"
DOLORES_Buenos Aires,2020,8,"25,00","12,41","1.013,41","1,86","74,71"
DOLORES_Buenos Aires,2020,9,"28,67","13,74","1.013,16","0,09","71,57"
DOLORES_Buenos Aires,2020,10,"31,20","17,77","1.014,67","0,57","78,00"
DOLORES_Buenos Aires,2020,11,"25,33","14,96","1.014,61","6,57","83,14"
DOLORES_Buenos Aires,2020,12,"25,37","13,14","1.012,80","2,43","81,00"
DOLORES_Buenos Aires,2020,13,"27,94","18,16","1.014,33","6,71","86,14"
DOLORES_Buenos Aires,2020,14,"23,50","13,29","1.014,50","12,14","82,14"
DOLORES_Buenos Aires,2020,15,"20,97","6,99","1.020,54","0,00","79,14"
DOLORES_Buenos Aires,2020,16,"21,77","8,56","1.017,81","1,86","83,43"
DOLORES_Buenos Aires,2020,17,"20,86","11,47","1.017,06","5,57","86,57"
DOLORES_Buenos Aires,2020,18,"19,93","10,21","1.017,36","5,29","87,29"
DOLORES_Buenos Aires,2020,19,"19,24","7,83","1.014,49","1,14","82,71"
DOLORES_Buenos Aires,2020,20,"19,79","5,63","1.014,57","0,00","73,00"
DOLORES_Buenos Aires,2020,21,"19,44","8,94","1.015,57","0,00","83,29"
DOLORES_Buenos Aires,2020,22,"17,10","6,14","1.013,54","0,00","87,71"
DOLORES_Buenos Aires,2020,23,"16,51","4,67","1.019,79","0,06","89,86"
DOLORES_Buenos Aires,2020,24,"16,81","4,50","1.013,86","0,09","81,71"
DOLORES_Buenos Aires,2020,25,"17,81","7,40","1.011,43","5,14","85,57"
DOLORES_Buenos Aires,2020,26,"13,37","2,70","1.015,49","2,00","85,71"
DOLORES_Buenos Aires,2020,27,"11,51","4,96","1.014,54","8,97","87,00"
DOLORES_Buenos Aires,2020,28,"11,84","1,60","1.015,90","0,00","77,86"
DOLORES_Buenos Aires,2020,29,"14,50","4,29","1.016,36","0,00","78,00"
DOLORES_Buenos Aires,2020,30,"13,34","7,69","1.011,66","5,14","89,43"
DOLORES_Buenos Aires,2020,31,"13,94","2,37","1.021,27","0,00","82,86"
DOLORES_Buenos Aires,2020,32,"18,64","8,31","1.019,86","0,04","87,43"
DOLORES_Buenos Aires,2020,33,"16,13","1,63","1.010,80","0,00","63,71"
DOLORES_Buenos Aires,2020,34,"16,53","0,64","1.019,87","0,00","65,29"
DOLORES_Buenos Aires,2020,35,"18,04","6,86","1.014,21","3,69","83,29"
DOLORES_Buenos Aires,2020,36,"13,27","3,76","1.023,80","2,71","81,29"
DOLORES_Buenos Aires,2020,37,"18,50","5,63","1.017,10","0,43","76,86"
DOLORES_Buenos Aires,2020,38,"19,06","2,04","1.017,34","0,00","66,00"
DOLORES_Buenos Aires,2020,39,"18,90","6,10","1.016,79","1,86","83,71"
DOLORES_Buenos Aires,2020,40,"19,03","4,80","1.016,47","2,29","70,86"
DOLORES_Buenos Aires,2020,41,"19,91","5,57","1.013,89","1,70","77,43"
DOLORES_Buenos Aires,2020,42,"25,04","8,91","1.015,77","3,57","79,29"
DOLORES_Buenos Aires,2020,43,"19,71","11,21","1.017,40","9,29","86,00"
DOLORES_Buenos Aires,2020,44,"20,29","7,61","1.017,99","0,03","71,43"
DOLORES_Buenos Aires,2020,45,"23,79","11,93","1.020,26","0,00","75,71"
DOLORES_Buenos Aires,2020,46,"23,83","13,54","1.015,10","1,43","78,29"
DOLORES_Buenos Aires,2020,47,"25,31","10,67","1.015,70","0,86","72,86"
DOLORES_Buenos Aires,2020,48,"27,24","15,43","1.011,40","2,31","72,86"
DOLORES_Buenos Aires,2020,49,"24,54","8,24","1.016,40","3,36","67,43"
DOLORES_Buenos Aires,2020,50,"27,76","13,18","1.010,16","0,71","67,14"
DOLORES_Buenos Aires,2020,51,"27,29","12,43","1.007,39","0,03","62,14"
DOLORES_Buenos Aires,2020,52,"29,90","15,71","1.013,90","0,07","69,00"
DOLORES_Buenos Aires,2020,53,"30,23","15,87","1.010,41","0,13","67,86"
DOLORES_Buenos Aires,2021,1,"27,99","16,99","1.008,06","44,37","78,00"
DOLORES_Buenos Aires,2021,2,"25,71","15,56","1.011,59","4,31","73,00"
DOLORES_Buenos Aires,2021,3,"31,69","18,31","1.015,79","0,00","72,29"
DOLORES_Buenos Aires,2021,4,"28,14","16,64","1.007,26","0,71","76,00"
DOLORES_Buenos Aires,2021,5,"26,96","13,96","1.013,93","5,50","80,14"
DOLORES_Buenos Aires,2021,6,"25,81","16,24","1.014,37","6,29","85,43"
DOLORES_Buenos Aires,2021,7,"26,50","13,90","1.009,30","5,86","77,43"
DOLORES_Buenos Aires,2021,8,"28,77","15,21","1.014,26","0,03","78,29"
DOLORES_Buenos Aires,2021,9,"27,41","16,90","1.013,26","0,57","79,71"
DOLORES_Buenos Aires,2021,10,"27,27","11,39","1.014,16","0,00","75,57"
DOLORES_Buenos Aires,2021,11,"22,33","13,45","1.014,47","7,21","83,57"
DOLORES_Buenos Aires,2021,12,"24,39","15,03","1.014,09","22,71","89,71"
DOLORES_Buenos Aires,2021,13,"23,84","12,16","1.018,36","0,07","83,86"
DOLORES_Buenos Aires,2021,14,"25,56","17,00","1.012,90","2,79","86,29"
DOLORES_Buenos Aires,2021,15,"25,54","12,66","1.016,66","0,00","82,57"
DOLORES_Buenos Aires,2021,16,"23,59","15,54","1.016,96","0,43","82,71"
DOLORES_Buenos Aires,2021,17,"23,74","8,63","1.017,79","0,71","81,14"
DOLORES_Buenos Aires,2021,18,"17,49","6,37","1.021,51","3,14","84,29"
DOLORES_Buenos Aires,2021,19,"18,76","3,60","1.019,64","0,00","79,86"
DOLORES_Buenos Aires,2021,20,"16,51","7,00","1.012,74","6,87","88,29"
DOLORES_Buenos Aires,2021,21,"17,17","4,97","1.009,96","0,00","74,86"
DOLORES_Buenos Aires,2021,22,"16,27","6,23","1.012,03","0,83","83,00"
DOLORES_Buenos Aires,2021,23,"18,57","6,86","1.016,96","0,00","84,86"
DOLORES_Buenos Aires,2021,24,"12,19","-0,34","1.025,90","0,00","86,00"
DOLORES_Buenos Aires,2021,25,"14,53","5,01","1.015,84","1,43","86,29"
DOLORES_Buenos Aires,2021,26,"13,76","2,76","1.020,57","0,00","81,14"
DOLORES_Buenos Aires,2021,27,"17,33","5,41","1.017,04","2,14","85,00"
DOLORES_Buenos Aires,2021,28,"13,73","3,63","1.015,96","2,14","83,86"
DOLORES_Buenos Aires,2021,29,"17,00","4,37","1.016,77","0,86","83,43"
DOLORES_Buenos Aires,2021,30,"13,47","0,96","1.022,50","0,00","79,00"
DOLORES_Buenos Aires,2021,31,"18,68","4,39","1.023,31","6,86","88,43"
DOLORES_Buenos Aires,2021,32,"12,64","2,46","1.025,13","0,00","84,71"
DOLORES_Buenos Aires,2021,33,"16,76","7,41","1.010,69","1,71","85,57"
DOLORES_Buenos Aires,2021,34,"17,43","3,37","1.016,79","0,00","73,86"
DOLORES_Buenos Aires,2021,35,"19,33","8,63","1.017,66","2,46","88,86"
DOLORES_Buenos Aires,2021,36,"16,14","10,70","1.012,37","13,53","93,43"
DOLORES_Buenos Aires,2021,37,"19,76","9,76","1.016,34","0,01","75,86"
DOLORES_Buenos Aires,2021,38,"18,34","8,51","1.021,40","0,00","84,14"
DOLORES_Buenos Aires,2021,39,"18,07","8,67","1.015,26","0,29","81,00"
DOLORES_Buenos Aires,2021,40,"18,74","5,06","1.018,69","0,00","70,43"
DOLORES_Buenos Aires,2021,41,"20,47","10,36","1.014,57","0,46","79,29"
DOLORES_Buenos Aires,2021,42,"22,49","9,13","1.014,99","1,71","76,57"
DOLORES_Buenos Aires,2021,43,"28,86","15,21","1.015,37","0,00","64,86"
DOLORES_Buenos Aires,2021,44,"21,19","12,17","1.016,64","0,87","82,57"
DOLORES_Buenos Aires,2021,45,"23,93","12,61","1.017,00","1,43","72,29"
DOLORES_Buenos Aires,2021,46,"25,90","10,04","1.012,39","2,57","67,86"
DOLORES_Buenos Aires,2021,47,"27,31","13,23","1.008,96","0,46","68,57"
DOLORES_Buenos Aires,2021,48,"23,61","12,19","1.014,21","1,71","77,86"
DOLORES_Buenos Aires,2021,49,"26,40","16,53","1.014,46","0,59","76,57"
DOLORES_Buenos Aires,2021,50,"26,67","13,56","1.015,16","5,09","73,29"
DOLORES_Buenos Aires,2021,51,"29,67","15,61","1.011,46","0,69","76,71"
DOLORES_Buenos Aires,2021,52,"33,02","16,70","1.008,68","1,20","66,20"
EZEIZA_Buenos Aires,2019,1,"29,12","18,72","1.006,80","4,52","64,83"
EZEIZA_Buenos Aires,2019,2,"27,60","17,93","1.008,47","0,29","71,86"
EZEIZA_Buenos Aires,2019,3,"26,80","16,59","1.013,63","3,14","75,71"
EZEIZA_Buenos Aires,2019,4,"31,74","21,03","1.010,13","2,29","72,71"
EZEIZA_Buenos Aires,2019,5,"31,77","19,80","1.010,79","1,00","68,14"
EZEIZA_Buenos Aires,2019,6,"31,23","17,50","1.009,80","2,86","67,00"
EZEIZA_Buenos Aires,2019,7,"27,07","14,26","1.014,46","0,50","68,14"
EZEIZA_Buenos Aires,2019,8,"31,31","21,31","1.005,39","1,91","68,86"
EZEIZA_Buenos Aires,2019,9,"26,36","12,61","1.011,30","8,57","59,86"
EZEIZA_Buenos Aires,2019,10,"26,53","15,41","1.013,46","3,86","75,57"
EZEIZA_Buenos Aires,2019,11,"25,73","17,31","1.012,17","7,43","82,29"
EZEIZA_Buenos Aires,2019,12,"23,46","11,50","1.014,67","0,14","71,43"
EZEIZA_Buenos Aires,2019,13,"25,46","13,16","1.018,67","1,43","74,14"
EZEIZA_Buenos Aires,2019,14,"26,27","13,56","1.011,34","0,57","74,86"
EZEIZA_Buenos Aires,2019,15,"25,81","12,14","1.012,89","0,86","70,57"
EZEIZA_Buenos Aires,2019,16,"24,06","12,03","1.013,63","0,00","70,43"
EZEIZA_Buenos Aires,2019,17,"20,73","12,26","1.016,26","1,86","84,29"
EZEIZA_Buenos Aires,2019,18,"22,20","11,31","1.010,87","1,86","76,29"
EZEIZA_Buenos Aires,2019,19,"19,93","10,40","1.014,04","4,30","79,71"
EZEIZA_Buenos Aires,2019,20,"21,49","10,06","1.019,49","0,43","80,14"
EZEIZA_Buenos Aires,2019,21,"18,06","7,83","1.015,11","2,29","76,43"
EZEIZA_Buenos Aires,2019,22,"16,59","6,79","1.015,30","0,00","86,57"
EZEIZA_Buenos Aires,2019,23,"19,36","9,40","1.015,97","0,03","69,14"
EZEIZA_Buenos Aires,2019,24,"17,89","12,41","1.012,73","7,99","94,00"
EZEIZA_Buenos Aires,2019,25,"17,21","9,86","1.013,73","7,86","85,43"
EZEIZA_Buenos Aires,2019,26,"14,21","6,60","1.008,56","2,07","78,86"
EZEIZA_Buenos Aires,2019,27,"11,33","0,90","1.017,56","0,00","70,71"
EZEIZA_Buenos Aires,2019,28,"16,06","5,40","1.015,50","10,57","80,86"
EZEIZA_Buenos Aires,2019,29,"18,77","8,29","1.014,41","1,43","75,14"
EZEIZA_Buenos Aires,2019,30,"13,87","5,84","1.021,64","1,43","81,43"
EZEIZA_Buenos Aires,2019,31,"16,97","6,29","1.017,09","0,00","69,29"
EZEIZA_Buenos Aires,2019,32,"16,51","7,00","1.017,59","1,00","67,86"
EZEIZA_Buenos Aires,2019,33,"14,36","3,86","1.020,50","1,29","74,14"
EZEIZA_Buenos Aires,2019,34,"14,96","3,93","1.024,40","0,00","75,00"
EZEIZA_Buenos Aires,2019,35,"20,77","9,47","1.014,37","0,04","70,29"
EZEIZA_Buenos Aires,2019,36,"15,13","3,51","1.019,57","0,03","71,71"
EZEIZA_Buenos Aires,2019,37,"18,47","8,07","1.014,30","1,93","80,29"
EZEIZA_Buenos Aires,2019,38,"21,29","6,29","1.013,83","0,00","45,86"
EZEIZA_Buenos Aires,2019,39,"24,89","10,57","1.017,21","0,00","56,14"
EZEIZA_Buenos Aires,2019,40,"19,30","9,71","1.014,13","6,57","70,00"
EZEIZA_Buenos Aires,2019,41,"23,81","12,57","1.009,79","20,86","70,00"
EZEIZA_Buenos Aires,2019,42,"17,94","9,46","1.020,16","4,06","78,71"
EZEIZA_Buenos Aires,2019,43,"24,40","11,91","1.010,87","1,86","64,14"
EZEIZA_Buenos Aires,2019,44,"23,33","12,70","1.009,57","0,49","75,29"
EZEIZA_Buenos Aires,2019,45,"25,91","13,54","1.011,61","0,09","68,29"
EZEIZA_Buenos Aires,2019,46,"28,67","16,23","1.009,46","1,00","65,14"
EZEIZA_Buenos Aires,2019,47,"29,77","16,37","1.012,76","1,00","66,14"
EZEIZA_Buenos Aires,2019,48,"27,77","12,60","1.009,06","2,14","56,71"
EZEIZA_Buenos Aires,2019,49,"27,39","11,73","1.009,90","0,57","52,43"
EZEIZA_Buenos Aires,2019,50,"31,54","16,66","1.007,03","0,29","51,43"
EZEIZA_Buenos Aires,2019,51,"29,73","14,99","1.008,94","1,29","59,86"
EZEIZA_Buenos Aires,2019,52,"32,36","17,36","1.009,09","7,14","65,86"
EZEIZA_Buenos Aires,2020,1,"28,66","18,71","1.009,71","6,57","72,71"
EZEIZA_Buenos Aires,2020,2,"31,33","17,04","1.006,56","0,00","55,57"
EZEIZA_Buenos Aires,2020,3,"30,10","16,73","1.010,91","15,04","60,00"
EZEIZA_Buenos Aires,2020,4,"32,86","20,90","1.007,67","0,31","68,29"
EZEIZA_Buenos Aires,2020,5,"29,77","12,96","1.010,22","0,00","55,83"
EZEIZA_Buenos Aires,2020,6,"32,13","20,49","1.010,83","4,86","69,57"
EZEIZA_Buenos Aires,2020,7,"30,03","16,41","1.010,94","4,43","65,00"
EZEIZA_Buenos Aires,2020,8,"25,96","12,80","1.012,46","5,57","68,29"
EZEIZA_Buenos Aires,2020,9,"30,29","16,10","1.011,50","0,00","60,71"
EZEIZA_Buenos Aires,2020,10,"32,29","20,01","1.012,50","0,14","62,43"
EZEIZA_Buenos Aires,2020,11,"27,76","16,89","1.012,33","14,57","80,57"
EZEIZA_Buenos Aires,2020,12,"26,36","13,94","1.011,09","0,57","76,29"
EZEIZA_Buenos Aires,2020,13,"29,73","18,30","1.012,33","0,00","74,14"
EZEIZA_Buenos Aires,2020,14,"24,83","13,96","1.012,84","3,09","75,43"
EZEIZA_Buenos Aires,2020,15,"21,60","7,59","1.019,27","0,00","75,29"
EZEIZA_Buenos Aires,2020,16,"22,54","8,30","1.016,71","4,00","74,43"
EZEIZA_Buenos Aires,2020,17,"23,79","14,01","1.014,53","3,86","81,57"
EZEIZA_Buenos Aires,2020,18,"21,11","10,63","1.016,27","8,61","81,86"
EZEIZA_Buenos Aires,2020,19,"19,89","9,03","1.014,04","0,29","73,57"
EZEIZA_Buenos Aires,2020,20,"21,57","7,49","1.014,21","0,00","66,14"
EZEIZA_Buenos Aires,2020,21,"20,57","10,70","1.014,03","0,71","76,14"
EZEIZA_Buenos Aires,2020,22,"18,60","7,29","1.013,07","0,00","78,00"
EZEIZA_Buenos Aires,2020,23,"16,21","5,21","1.018,09","0,26","88,29"
EZEIZA_Buenos Aires,2020,24,"17,00","4,67","1.013,29","0,00","79,00"
EZEIZA_Buenos Aires,2020,25,"20,76","9,67","1.009,79","5,39","79,29"
EZEIZA_Buenos Aires,2020,26,"14,94","3,71","1.013,74","0,17","80,43"
EZEIZA_Buenos Aires,2020,27,"13,20","5,00","1.012,96","4,04","82,43"
EZEIZA_Buenos Aires,2020,28,"12,93","1,74","1.015,40","0,00","72,43"
EZEIZA_Buenos Aires,2020,29,"16,01","4,64","1.015,23","0,29","72,00"
EZEIZA_Buenos Aires,2020,30,"15,49","7,41","1.010,99","0,86","83,00"
EZEIZA_Buenos Aires,2020,31,"16,54","3,16","1.020,17","0,00","72,14"
EZEIZA_Buenos Aires,2020,32,"21,00","11,41","1.017,64","0,14","78,57"
EZEIZA_Buenos Aires,2020,33,"17,64","2,87","1.010,99","0,00","52,14"
EZEIZA_Buenos Aires,2020,34,"17,69","2,87","1.019,17","0,03","52,14"
EZEIZA_Buenos Aires,2020,35,"19,50","8,91","1.012,40","2,86","77,57"
EZEIZA_Buenos Aires,2020,36,"14,54","5,04","1.021,30","4,14","81,29"
EZEIZA_Buenos Aires,2020,37,"20,53","6,31","1.015,46","0,00","73,57"
EZEIZA_Buenos Aires,2020,38,"20,26","5,20","1.016,71","0,00","54,71"
EZEIZA_Buenos Aires,2020,39,"20,80","8,90","1.014,39","6,74","72,43"
EZEIZA_Buenos Aires,2020,40,"20,46","7,53","1.014,06","0,04","62,29"
EZEIZA_Buenos Aires,2020,41,"21,71","7,51","1.012,80","0,00","64,86"
EZEIZA_Buenos Aires,2020,42,"26,29","12,49","1.013,76","0,71","71,43"
EZEIZA_Buenos Aires,2020,43,"22,69","12,89","1.014,27","14,09","85,14"
